review_text,sentiment
This stuff is absolutely amazing! Its so versatile and always works wonders for my skin! I use a thick layer for 10 minutes once a week and a thin layer over night 2-3 times a week and my skin looks soooo good! its so plump and hydrated and my eyes arent nearly as puffy after i use it. I also use it on sunburns and it instantly feels much better! Highly recommend trying this mask!,1
This stuff rocks! It really rehydrates your skin and leaves you feelings refreshed and your skin super soft and healthy. Try putting it in the fridge before use!,1
"This mask is one of the most helpful products for managing rosacea that I've found - even better than some of the prescription medicines for me. If I have a flare up threatening, and wear it over night, the redness is less in the morning. Generally my face is very dry and super sensitive.",1
This is a prefect example of a product that is visually appealing but does nothing.,0
Great product. Does exactly as it says in description!,1
"I use a prescription acne medication which can make my skin flaky and red (while remaining somewhat oily), but without it I have serious breakouts. Whenever my skin starts to get truly terrible, this calms it tremendously. This is one of the only products that reduces my dryness without breaking me out or exasperating my oiliness.",1
"great for sensitive skin. It helps irrigated skin calm down so if you have a sunburn on your face, this mask will help. and to make it even better put it in the freezer for a little bit or just keep it in the fridge",1
"I got the little sample size for my birthday pack and I love it!!! It actually works well with burns, because I've been using it on my healing burn and there is no irritation whatsoever.",1
This helps me with my mild rosacea. It helps calm my skin down. The only thing I wish is that it was a little more moisturizing.,1
"I was highly skeptical of this mask. I thought, ""Eh, it'll feel good but not really do anything."" So wrong. After the first time of use my skin looked more even in tone than it ever has. It was baby soft and even had a nice glow. Love love love. Especially applying it on a hot day/night after it's been sitting in the fridge.Will definitely be buying the full size when my sample runs out!",1
"I have sensitive, reactive skin that is prone to hyper pigmentation and scarring. I use this mask after waxing or using the Boscia peel-off masks to calm the redness and inflammation. It absolutely delivers what is promised. I leave it on for 30 min and by the time I wash it off, the red splotches have vanished. Fantastic product.",1
This greatly reduces my pores ( I have noticeable ones) and makes my skin feel amazing. It is also very hydrating but does not make my skin greasy. I really do love the way it makes my skin look. I use it every other day.,1
Smells nice feels good.. I use it after a skin peek and exfoliating .. Puts hydration and life back into face noticeable and instantly.. It's not harsh at all and can even spread a thin layer on your face and leave it on without washing off.. Holy grail,1
I do not have sensitive skin by any means and i decided to give this a try and as soon as i put it on my face began to tingle and then burn,0
"I love to use this mask after my Ole henriksen power peel. I actually keep it in the refrigerator and when I apply it it's cold and very refreshing. The next morning my skin is bright and feels very moisturized. I also like to use this around my eyes to reduce puffiness, since I'm a cry baby. :)",1
"I use it at night around my eye area to add some hydration, but not to the point of where my eyes will get too oily. I think it works best if you use it in the following ways.",1
I already felt my skin was hydrated after using the mask once. Very impressive.,1
"I received a mini jar of this product in the Peter Thomas Roth rewards kit. It's amazing! Upon the first use I noticed a different in the texture of my skin; it locked in much needed moisture and made my skin glow. The gel was very cooling, calming and has a very pleasant smell. I have extremely sensitive skin (sun allergy) and I had no adverse reactions. I will be buying the full-size when I run out of my trial.",1
I have used this Cucumber Mask for the past two years to soothe my skin and get rid of the red flush and heat from rosacea. No burning even my sensitive skin. I use many of Peter Thomas Roth's products and my skin has had no issues with his products.Cucumbr Mask,1
"So refreshing. Perfect for after sun exposure. Any kind of burns, chemical peels, waxing. This mask not only calms, cools, and soothes but its detoxifying. Helps with acne on face and body.",1
Got this product with my free birthday gift. I expected more cooking and calming with this product but it didn't really do that much. My skin felt soft afterwards and refreshed. Not worth the price imo but it was free so I like it,1
Personal tip: Keep it in the refrigerator for full effect.,1
So I have used many masks and this one is one that I will always have! It's helped my skin heal from a reaction to a peel too much sun and so far anything that has irritated my skin has been helped by this mask! I highly recommend it!,1
"I use this on days I know I'll be using either matte makeup or harsh makeup removers to get my skin soft before and after the dryness it might develop. Feels great on the skin, you don't need a lot, good amount of product, smells nice!",1
"I have tired a sample of this product twice now and I really do love it! I love to venture out and try new products and sadly, my skin doesn't love trying new things as much as I do so my skin will either have an allergic reaction or get really irritated with bumps and redness. This products removes redness and stops the itchiness along with the swelling. I would definitely recommend this product!",1
this really wasn't really a game changer for me...it is fairly hydrating though...feels kinda like putting aloe gel on my facebut its really good for the cali summer ..<which is almost all year round haha >,1
"Unfortunately I'll probably be returning this product. Leaving it on for 10 minutes as directed did absolutely nothing for me, even when placed in the fridge. Overnight gives a much better result. The next morning my skin looked much brighter with a more even skin tone and was more moisturized, but it seemed to break me out a little bit. The cucumber cleanser is holy grail so I was hoping this would be too. Oh well :(",1
"This product has been a grower for me. After a great deal of experimenting I've found that this mask is best when used in combination with other treatments. I like to use a layer following an intensive mask/peel. It also comes in handy for soothing the skin if I've gone a little too far with my acne products. It helps calm the skin down nicely without the heavy feeling of a moisturizing cream. Don't expect this mask to work miracles on its own, but it could be a great compliment to your routine.",1
"I LOVE this mask! I was skeptical because of the mixed reviews but I am so glad I went ahead and bought it. It is so cool and refreshing, especially when chilled in the fridge. Great for a quick eye depuff in the morning also. If you are looking for a cool, refreshing mask this is it! I'm not sure if there is a long term effect to using it, but I mainly wanted it to soothe my skin at night and give it moisture after my detox mask.",1
I don't think this has improved my skin at all. I have not felt any moisturizing effect. Left it on overnight once and woke up with pretty dry skin!,0
"I have mild rosacea and cystic acne and am currently going through treatment for my acne. The medications and face washes of course work, but using this daily after cleansing and toning has made all the difference in the size of my bumps, texture of my skin, and redness of my overall complexion. No, of course its not going to completely subside all of these things, nothing but medication can, but it definitely aids in speeding up my recovery time. Not to mention it leaves my face feeling plump and hydrated afterwards!",1
"This did feel cooling on the skin but it did nothing as far as hydration, de puffing or calming. Don't waste your money, buy aloe.",0
"I have only used this a few times so far from a sample I received but seems to works great for super dry skin. Leaves it feeling so soft, smooth & hydrated. Will definitely purchase this.",1
I didn't really feel like this product did anything... except maybe cause some bumps on my cheeks.,0
I'm typically happy with Dr. Gross products however this cleanser does nothing for me other than smear make-up around. Really upset to the foaming cleanser is no longer available in the US.,0
"I was using the Dr Dennis Gross acne foaming face wash. My skin alternates between breaking out and dryness. As soon as I switched to this cleanser with toner, my skin flakiness was gone. I need to be careful about limiting the time with the cleanser (due to dryness on my cheeks) but it seems great.",1
"I have moderate dry skin. and the only reason I got this cleanser as it said it is 3 in cleanse and tones at the same time. but the instruction tells u to use it with dry hands put it on a dry face.... it doesn't lather, it doesn't give me the clean feeling as a reg cleanser does. I couldn't return it as I had thrown the box out.",0
Probably just not right for my skin type (combo/sensitive) but incorporating this product had no visual results other than drying out my skin.,1
I use this in combination with the exfoliating pads and the moisture cushion moisturizer and its AMAZING! Cleared up my acne and is not overly drying.,1
"It's a light cleanser. I use it in the morning to remove the excess oil I have. I have oily/ combo skin. When I use it my skin feels soft,clean and refreshed.",1
It made my skin really dry and I had apply twice as much serum and moisture to fix the dryness... I ended up returning the product,0
"Keep away from your eyes, the packaging says. So I do. I was instructed to wash beforehand with the Sephora brand Oil Wash to get all eye makeup and foundation off. So this cleanser is leaving certain areas of my face too dry for my taste. But I feel that it works well otherwise. No residue after I rinse off, which is a plus.",1
I found this product bc the sales rep for Dr. Dennis Gross was in Sephora that day and gave me a week long sample to try. After a week of use I went back to buy the product. I use it each morning as the first thing I put on my face and it's been great! It is a gentle start to my morning skincare routine that does not require harsh soapy cleansing on my already clean face. It's an all-in-one toner/cleanser so it saves time and makes my skin feel clean. I use a more soapy cleanser at night to get all my make up but this is perfect for the morning. I have been using it for two years now.,1
I have combo skin tending towards dry in spots. This is strong enough to clean without irritating my dry spots. At the end of an average day it is enough to wash with this followed by moisturizer. I also use clarasonic Mia. If I am wearing heavier makeup or waterproof eye makeup I do need to use a cleansing wipe first to get my face really clean.,1
I'm a skincare junkie and I've own so many cleansers. This cleanser is the worst it didn't take off my foundation at all and made my face feels dirty n gross that I had to go in with another cleanser. Do not buy!!,0
"I admit, I'm lazy when it comes to always washing my face. I received a sample of this cleanser and ended up buying it after a couple days. A cleanser where I don't have to get soapy water on my shirt, hair and dripping down my neck, perfect! Plus this cleanser gets all my makeup off, foundation, blush, eye makeup, buhbye! I do, sometimes need a little extra to get stubborn mascara off, but this has become my HG cleanser, and it lasts a long time, one bottle takes me about 4 months to go through.",1
"I have dry combo skin, and was looking for something to help with that in addition to preventing/aiding my hormonal breakouts. Unfortunately, this didn't really do anything for me as far as making my dry skin feel more moisturized and it didn't take off my makeup very well - you definitely have to cleanse or use micellular water beforehand. I also thought I would be able to get used to the fact that it didn't leave my skin feeling squeaky clean, but I just couldn't. It will be going back, but I still love Dr. DG :)",0
"As a person with a life long history of skin issues, I was so happy to have this recommended by a skin care expert at Sephora. I have been using it for two years now and I love it. gentle enough for the dry areas and strong enough to conquer my oiliness. I used something else a few times and went right back to blemishes and flakiness. Loving Dr Gross and Sephora!",1
"Not the best, not the worst. Have not noticed a real difference",1
"I have pretty good skin, but it's combination skin, so certain washes are too drying, which makes my face super oily as it tries to compensate for the loss of moisture, even after I apply a moisturizer, or other ones are too mild and don't do any good against my big pores and occasional break outs. This stuff is amazing. My skin feels soft all day long, plus any potential pimples I've had pop up, it's cleared up within 2 days. I've only had this product for about a week, but I'm already raving about it to my friends",1
"This is a good basic cleanser that I've been using for about 4 months. Just one bottle has lasted me this long. It doesn't dry out skin like other cleansers sometimes do. I have mild acne on forehead, chin, and jawline. I stopped using it for 2 days and my skin freaked out badly. I've been using it again on a normal basis and my skin is back to normal.",1
I love this cleanser more than any other that I have ever tried! It leaves my face clean and glowing but not dry ... I am a huge product testing person but I am in LOVE with Dr. Dennis Gross' skincare line!!,1
"Read about this cleanser in a blog post somewhere and I'm sure glad I did! I definitely have go-to toners, exfoliators and mask, but wasn't finding a cleanser I LOVED... Until this one! I have a cleanser I like for summer, but our skin is so different during the summer and winter! It's pretty different to get used to since you don't use water, but I actually really love it now that I'm used to it! The consistency is awesome and I love that it's not super scented! It didn't take very long for me to fall in love with it either! Makes my skin feel clean and supple, but not squeaky clean and dry like other cleansers do! Highly recommend it!",1
Love this cleanser. It takes a little getting used to not adding water but it does a great job cleaning. I don't like using it around my eyes (it isn't great at getting mascara off) so I start with eye makeup remover and then cleanse the rest of my face. My skin looks great after using a couple of weeks.,1
"I have sworn by this ONE cleanser for OVER a decade - it removes any leftover makeup residue ( I use makeup remover too) & cleanses, tones in one. You are left with soft skin that never feels dried out - but is CLEAN.",1
"I love this cleanser!! I have been using it for a month and I think it is great. I know it is weird to rub it in your face like lotion, but once you get past that - you can see what a difference it makes. If I'm wearing makeup, I will wipe off my makeup first and then use this cleanser to wash my face. Sometimes I wet my fingertips a little bit because it can dry out a little before I'm ready to wash it off and I want to keep working it in. When I rinse off my face, it feels really clean and there are no makeup streaks left on my towel. This is an overall great product that leaves you feeling refreshed and gives you soft pretty skin!",1
"I don't write many reviews on this website, but I have owned this product since Feb and I finally just had to rate it, because it works so well for me. I have always had really oily skin and have found few things to help combat that (especially when I'm in humid climate!). I've been using this cleanser inconsistently (mostly because the cost was very high for me) for a few months. I have never found anything that cleaned my face so well without being harsh or giving me some sort of allergic reaction. It was a hassle to get use to using it dry, but you get use to it. I rub it in before I get in the shower and keep my face away from the water as I work it into my skin. Unlike with many facial products, especially those for oily skin, my face never feels tight or dry. My face never feels oily or greasy after I use it either. It always feels soft and clean. It works well to get off my makeup, even waterproof. I never thought I could love a face wash so much, but it is just magic.",1
"I love this cleanser and have been using it for over a year. It was strange at first to put it on dry skin but it really takes off all my makeup and does not over dry my skin or make me break out. I am annoyed that sephora lists this product as a $36 value and limited edition, however, because this is not true. The 6 oz size is sold in many stores for $30. Don't tell me I'm getting a deal from your store when I'm not. It's a great product and I will continue to buy it but don't present this to me as a value at $30 when that is the standard price for this size. That's not a nice thing to do to your loyal customers.",1
I bought this cleanser after trying out Dr. Dennis Gross all-in-one cleansing foam but this cleanser did nothing for me. It dried out my skin (I have combination skin) and left it feeling really rough. I used it for weeks without realizing that it was the cleanser doing that to my skin until I switched back to the cleansing foam and noticed a huge difference. Will not repurchase!,0
"This oil is pricey but it lasts a long time and is totally worth it. I love the way it makes my skin feel and keeps it moisturized, an added bonus is that is smells amazing!! I will continue to purchase over and over again.",1
"First off, I have combo/dry skin prone to breakouts and adult acne along my jawline and on my cheeks. I have been using the Ibuki Cleanser by Shiseido until recently I noticed it wasn't cutting it anymore--as if my skin had become used to it. I liked the foaminess of the Ibuki but I knew deep down I was doing more harm to my dry skin than good. So, I started looking around on Sephora.com and stumbled across Olivia Palermo's top picks. She had this cleanser listed as one of the things she couldn't live without. I had always heard good things about Dr DG but never tried anything. I picked this up, and within two days noticed a difference in my skin. I have been breakout free for two weeks now, and I really believe it has to do with this cleanser. Its so gentle, but my face feels so clean afterward. And its amazing at taking off water proof makeup if you just take your time with it and gently rub it into your eyes. Sorry about the long review... but I'm pretty passionate about this product and will continue to use it until it gets ""used"" to my skin like the Ibuki did. (I hope this never happens though!!)",1
"i am sorry but this isn't my thing. its pricey and i don't see any difference in my skin with this. Also, the whole putting this on dry face is very uncomfortable.",0
"In the past 2 months, I have tried 3 different cleansers that have all been unsuccessful on my oily skin. I found myself having to use a face wipe to remove makeup, then the cleanser itself PLUS the Clarisonic (and still had makeup residue on the brush!)THEN I purchased the Dr. Gross All-In-One Cleanser With Toner. Test # 1: No face wipe. To give you an idea, by the end of the work day, my face is oily, and still have the makeup that I applied in the morning (which consists of a mixture of both liquid and powder bronzer, plus blush, concealer and mascara (a base plus the mascara itself). I used this cleanser as directed for 30 seconds. Then, used the Clarisonic over my face to see what colour the brush would be (from left over makeup). RESULT: THE BRUSH WAS SPOTLESS!! This cleanser removed everything!!! Left my skin soft, not tight, and does not make my skin oily. LOVE it!!! Thank you Dr.Gross and Sephora!",1
"This cleanser works great on my combination skin. I use other Dr. Dennis Gross products and really love this new cleanser. It works well and does not dry out my skin, but it still feels clean!",1
"I tried this product on a whim since I already use the Dr. Gross Alpha Beta Peel and have had very positive results. What a great 2-in-1 product! It loosens up all traces of makeup -- even the bits of waterproof mascara left behind that my eye makeup remover should have erased first! When I'm not wearing makeup, this product works great as a cleanser + toner. Usually 2-3 pumps are enough for me, but I'm not heavy-handed with my makeup in the first place. It leaves my face feeling clean and comfortable, not tight or dry. You don't need a high foaming lather with harsh surfactants to remove makeup - this lotion on dry skin method works great!",1
"This is one of the best cleansers I have ever used! It makes your face feel clean and does not dry it out. You put it on when your face is dry which seems unusual but it's nice and light. It has helped clear up the pimples on my 11 year old daughter too. I'll never use another brand! I've recommended it to many people, it's pricey but you only need a little bit and a bottle can last a long time.",1
"this has completely replaced my makeup remover, cleanser and toner. I find 3-4 pumps can get all my makeup off, no matter how much i'm wearing, and it leaves my skin so clean and soft. my skin is very dry and it's been so nourishing.",1
"This is a very very very good cleanser! Trust me! I was surprised, but it became my favorite cleanser ever! It's worth the price!",1
"This is an amazing underrated cleanser. It takes for all sings of makeup, cleanses the face without stripping the skin %26 is great for sensitive skin as well. It is a cream cleanser and does not foam for those of you who prefer ones that foam. I've had this for months it's lasts forever as well , you get your money's worth .",1
"This is the one and only face wash that takes ALL the makeup off my face (including waterproof mascara), it leaves my skin flawless, my pores reduced and it is just the perfect one step face wash. I have extremely sensitive skin (with red patches). This wash is very gentle as well potent. Also, it leaves no residue and my skin feels soft, and bright. It does sting my eyes a little bit but nothing outrageous just like any shampoo. After this step I apply moisturizer: at night-time I currently use Dr. Dennis Gross vitamin C serum and for day-time I use FAB Ultra Repair.",1
I love it. It does not make my skin feel dry after using it.,1
This is by far my favorite cleanser and perfect for my skin type. My skin is really dry in the winter and a bit on the oily side in the warm weather. No matter what season this is my go to. I had small red bumps in between my eyebrows and this really cleared them up! Love this product!,1
"I bought this by accident thinking it was the foam cleanser. I have oily/combination, easly to break out face with blackheads from time to time. This is more for someone with dry skin. I cnanot knock it since it was not meant for my skin type.",1
"Notice HUGE improvement to my skin. Had very clogged pores and under the skin flesh color bumps on my checks and foreheads, they have cleared dramatically! Very easy to use and leaves my skin smooth and not dry. I use this along with an exfoliant from a different brand.",1
"I noticed a difference in my oily skin appearance after 2 days of using this cleanser. I have less clogged pores & that bumpy look. Impressed to say the least! Very gentle yet thoroughly cleanses. My skin feels perfect. Not dry, tight, or any leftover residue. Very happy! Definitely will be checking out more of the products in this line.",1
"This is by far one of my favorite cleansers. My face feels clean and not stripped after washing. I like that it has an added toner in it. To be honest, I don't know if I notice it that much, but it's an added bonus.",1
this product takes off make up without stripping my face...i use it along with philosophy micro scrub,1
The rep talked me into this at the VIB event. It slightly stings my eyes and does NOT remove makeup nearly as well as she claimed. I do not ever use facial cleanser it to remove eye m/u except cleansing oil. Good thing. This would be a total mess. I have other cleansers I like much better for less $$. If I do not use a cleansing oil first I feel that I need to cleanse twice with this. At least that is what my rinsing cloth tells me.,0
"Love: Perfect cleanser no more words.Hate: Not for good use with clarisonic.Warning: This cleanser is perfection if you don't have the clarisonic but I do and I really benefit from it and so I had to return this cleanser but I would totally reconmd it, because it DOESNT make your skin red or irritated and im combination and it doesn't make you dry or feel stripped.",1
"This cleanser gets off my makeup, gets my face very clean, and doesn't dry out my skin. I've never used a cleanser that didn't dry my face out, even cleansers specifically designed for dry skin. Yes, I still need moisturizer, but my face doesn't have that tight, pulled feeling I usually get from other products. If you wear a lot of eye makeup, you'll need a separate makeup remover for that, but everything on my fave comes clean, no problems.",1
Leaves skin feeling clean without drying it out. I've used it for a week and can see a difference in the clarity of my skin over all.,1
"It's a great cleanser for the morning to wake me up and when I get back from my daily bike ride after work. I don't wear too much makeup, mostly just a tinted moisturizer, and it does do a great job and removing that. However it's not as good as removing eye makeup. It leaves my skin feeling soft and slightly moisturizer in that my skin isn't craving for some lotion afterwards.",1
Great at cleansing the skin especially if you wear makeup. Does not dry the face out too much if you have sensitive dry skin like me. Does not have a smell so great for people with sensitive skin.,1
"I bought this because of the high ratings, and because I love a moisturizer from the same brand. I did not get the same results as others - it leaves behind bits of my (non-waterproof) eyeliner and mascara - like smudges. It is good in that it is not drying, but there are better products for me out there, and definitely less expensive ones. I would not spend my money on this again.",0
I started using this cleanser after I had a good experience with the alpha beta peel. It's the first cleanser I've used where I feel like I genuinely clean my skin without my face feeling extremely dry/tight afterward. I've struggled with acne for years and would definitely recommend this to someone who is looking for a new cleanser gentle enough for sensitive skin.,1
"This is truly an ""all-in-one"" product. It gently removes my makeup (even my eye makeup) and leaves my skin feeling clean and fresh, but never dry. I have tried other products, but nothing compares.",1
"I really only ever used water to wash my face, because soaps make my skin feel terrible, but a Sephora employee recommended this, along with the Dr. Gross peel pads, for my pores that seem to have become enormous overnight. I have to admit, I have seen a really big difference in the quality of my skin in the last two weeks, and the product feels good to use. My skin looks brighter and clearer, and I get fewer pimples (usually caused by me touching my face all day). My skin feels a little tight after cleaning, and I use the retinol stuff that comes with the peel pads, and it feels great, and not greasy like lotions do. It's a big bottle, and you don't need much!",1
It smells heavenly when I put it on. I can smell it hours after I apply. A little goes a long way with and it doesn't feel greasy on my face.,1
I am a strong believe in using an oil treatment as a moisturizer. I bought one of the sephora pacakages which included this product. I think it is just okay. I find there are other more effective oils. It is minimially hydrating and I wasn't really impressed with the overall product. I would not buy again.,0
This is a great non pore clogging oil that smells heavenly. The container it comes in could be designed to be more user friendly. I did notice mild reduction in fine lines and my skin felt so soft after using for 2 weeks. It also did not break me out or upset my sensitive skin! Keeper.,1
"This is a nice hydrating oil, and it smells like coconut. However I wasn't wowed by it, so for me the price isn't worth it.",1
"This oil smells wonderful. However, it was not hydrating enough for my dry skin. But a good oil. Is a bit expensive though!!",1
"First of the scent is absolutely AMAZING ! A cross between jasmine and gardenia so I can basically just spend my entire morning and evening smelling the bottle. However I'm not sure if it's really doing anything other than satisfying my nose. It's does sink in quickly so I'm not waiting forever to moisturized and yet it doesn't leave my face ""oily"". Probably won't repurchase but will DEFINITELY try more of her line. I will go back and view more of Carol Hirons in YouTube she gives awesome beauty advice LOVE HER !",1
"I would not recommend this oil to people who live in very cold and dry weather and expect enough hydration for your skin. However, this is the best oil for people who are combination/oily who have experienced some breakouts. This oil will calm it down and doesnt feel greasy when you wake up.",1
"The beautiful rose/floral scent of this oil makes you want to use it all over your body. I have dry skin and find that I need less moisturizer after using this. It is lightweight, doesn't leave an oily feel, but doesn't disappear either. It doesn't do miracles, but works as well as all other oils I've tried, and nothing I've tried has smelled better. Yum!",1
"I love the scent, reminds me of bazooka gum. I've been using this as my morning moisturizer.",1
"My all-year-around, everyday staple. I have oily to combination skin and this dilo oil perfects my skin. I can't live without this oil. It restores the dryness with moisture and evens out my oilyness. This oil has also corrected my acne spots and evened out my skin tone. I LOVE THIS OIL.",1
The best thing about this product was the aroma! It really did not do much for me. I think it might be good for a younger person who has slightly oily skin. I gave it 3 stars because it is a good product just not the right one for me. Sorry to say I did have to return it. I like Sephora's return policy because there's no risk on an expensive product if it doesn't work out.,1
I love the Dilo oil but I do think that the price point is pretty high. I don't think its as effective for combating wrinkles or line and I do not see a difference with that. I think its the best smelling oil but it is only good for moisturizing and helping the skin look supple. It can even be used in your hair. Good for moisture but not for extreme dryness. The oil is extremely light and is clear.,1
I usually use this stuff in my night time skin care routine. I like to mix it in with my moisturizer for better absorption and boy do I love it!! The greatest thing about this product is that it does fade my dark spots that I had from acne. I have been using this for a year and will continue to use it..yes it's pricey but to me the results are worth it.,1
"I have tried a few oils, and this is about average compared to the others. My main issue is the smell. Many of the other reviewers love the smell, but I just can't stand it. It is very strong and sweet. Maybe it would be interesting on pancakes, but I don't like it on my face. It is also thin and kind of greasy. Thicker oils seem to absorb into the skin better. This sort of creates a sheen over the face. I only use it at nighttime, so this isn't an issue for me. But, I'm not sure the beneficial ingredients are making it into my skin cell layers. That being said, my pillow is looking pretty plump. It does have the affect of making my skin more moisturized in the morning when I wake up.",1
"I got a nice size of this oil in one of the sets and the smell is amazing - faint jasmine, my favorite. It also absorbed very well on my combination skin.... but after using it for a few days I noticed dry irritated patches in the crevices of my nose.. I'll continue use it only on my chest and hands",1
Very light oil that has a nice scent and full of good ingredients. Doesn't feel greasy and absorbs well into the skin. Rather pricey though so I use sparingly which is made simple because the oil is dispensed with a dropper.,1
"I really wanted to like this product. There have been so many positive reviews about, and it came highly recommended by the BA at the store. Though it has a pleasant smell, and it feels very pleasant upon application, it leaves an oily sheen behind. At first, I thought I was applying too much of the product, so I decided to use only one drop on my entire face... Nevertheless, I still looked oily all day. I thought I was being paranoid until a coworker came up to me and said, ""darling, you look a little oily today, I have some powder if you want to use it"". That was the day i only used one drop! Yes, I tried wearing foundation and powder over this oil to reduce the shine, however I found that throughout the day the oil seemed to break my foundation down and by the end of the day I had hardly any foundation left and my setting powder seemed to have settled In my pores. I experiment several days with this oil under my foundation and each time experienced similar results. Although, I do believe this is a well formulated oil, and I do enjoy the process of applying it, it just isn't a product that seems very practical for daily use. I can't wear it alone because of the oily residue leaves behind, and I can't wear it under foundation because it seems to break down the formula. It's a shame because it really is a delight to apply.",0
"I'm on my second bottle of this and I'm sure I cannot live without it. I have combo/oily skin and I use this twice a day as my moisturizer. It absorbs so fast so wearing this under makeup is not an issue. I put it on, brush my teeth and then I'm ready to apply my face. I do dampen my skin (like the instructions say to) with caudalie grape water just prior to applying and it feels like a dream. SO soft, SO hydrated and SO non-greasy. The smell is divine; very spa-like. The dropper takes some getting used to but I've mastered it with time.",1
"Do not be fooled! Just because it claims to be for sensitive skin types, does't mean that it really is meant for sensitive skin. While I still get some acne, I am more prone to rosacea ""breakouts,"" which were under control thanks to Sephora's renewing serum (which is no longer available...boo! :(), but I had to find something new. I read reviews, and eventually settled on this product.",0
"I've never been a facial oil person, more into serums. So I gave it three weeks before I wrote this review. It does have an immediate and visible firming effect on my skin. And it has evened out my skin tone slightly. I only use it at night as I'm hesitant makeup may slide off if I use it in the morning. At first, I followed the instruction and only used two drops. That is not enough at all. Even for my combination skin, I need at least 4 or 5 drops (done over the sink as it splatters when the oil comes out of the pump). PLUS I need to put my regular moisturizer on top. The oil has a herbal smell, and it does linger if you use it alone. I'm not optimistic its long term benefits will be greater than what I have seen so far.",1
"I am on multiple skin medications to manage my rosacea, which can really dry out my skin. This oil works great, does not aggravate my condition, and really performs best when mixed with a moisturizer (I just use a very simple drug store brand). Its lighter than a lot of other oils that I've tried, and has a nice scent.",1
"I'm obsessed with this oil. I actually look forward to putting it on twice a day. I love the smell, the feel and the way in makes my skin glow! I like the dropper. If you are careful there is no waste. If I have too much out I just put it on my hair ends. If it wasn't so expensive, I would use this all over, but I'm saving it for face, neck, chest....and hair ends. I've been using JM Argan Oil for several years, and this oil just replaced it.",1
"I got this product a while ago as a sample that came with something else that I bought. Never really thought of using it until this past winter. My skin gets really really dry during winter time and this product has saved my skin. I could never find a good combination of products to achieve the perfect dewy/moisturised skin without it looking overdone or greasy, but this my beautiful friends is worth every penny. I apply it at night as a serum after I'm done washing my face and I apply it, as well as moisturizer, under my foundation and it gives the most amazing finish. If you have dry skin like mine, you will want this product, and it smells like candy ! ah-mah-zing",1
I went in looking for what I thought would be new foundation because my skin looked dry within a few hours. I was shown this product and bought it to mix with my moisturizer. Now my skin looks perfectly dewy! Get it!,1
I was a huge JM 100% argan oil user until I found Kate's Dilo oil. I love this formula and everything about it. It has a great scent and absorbs into and moisturizes my skin perfectly!,1
"I really like the smell of this oil, very tropical. I have been trying it several different ways, mixing with either my moisturizer or with my BB cream. I don't know if it has been reducing lines & wrinkles because I just started using it, but it seems to help add moisture. Skin seems more glowy and it does not bother my sensitive acne-prone skin.",1
"I am in love with this oil. I am 27, fair freckly skin, terrible dark circles, and only recently started becoming obsessive about skincare products when my chin breakouts became more regular/severe. After trying and enjoying a few other Kate Somerville products I wanted to give this stuff a try and I could not be more happy with it.Two days after I started using this my husband said my face was looking great. I couldn't decide which eye cream to try next but just using this and a de-puffing roller has made SUCH a difference I am not even sure I need one... the only heavy makeup I wear is under my eyes but I went all weekend without it! And it has a wonderfully pleasant, light banana-coconut scent.",1
Was given this as a sample in the store one day while shopping for moisturizer that wouldn't make my makeup all damp and wet..... LOVED IT!! So then I had to have some & I continue to be very pleased with my purchase (wish it didn't cost so much but you don't use much either)...,1
"I received a sample of this a while ago and really loved it, so I decided to purchase the full version after I finished my Tarte Maracuja oil. First of all, this stuff smells amazing. I am definitely not a fan of the tropical/coconut smell, but this stuff is exactly that, but much more subtle & luxurious. The product itself really works - it's thin so it dissolves into your skin quickly and gives your skin an extra layer of moisture while not making it overly shiny. Compared to Tarte Maracuja, the Dilo Oil absorbs more quickly because it's thinner, smells better, and might be a smidgen more effective. But because it is thinner, it's not as moisturizing I would say. But neither oil is a stand-alone moisturizer anyway - you definitely need an actual moisturizing lotion after this, especially if you have dry skin.",1
"I have dry parched skin. I exfoliate, then apply Dilo, then I use Korres. Great combination for the winter.",1
I have oily skin.. this oil absorbs in quickly and gives me a great dewy glow. I use this for daytime when I don't want to wear makeup - just have a nice finish to my face.,1
At first I was ready to take it back as I did not see any type of improvement in my skin. I decided to give it a few more days and now I like it. I only gave it a four star as in my opinion it is does not warrant a higher rating. Nice but nothing that made a big difference.,1
"I don't write reviews often but I had to for this!! I absolutely love this oil!! It smells so nice and goes on my skin so nicely!! I'm oily t-zone/normal skin but since the weather has changed I've had some dryness but with this oil, it evens everything out and makes my skin feel like silk!! REALLY!!",1
"This is the best face oil I've tried so far. I live in a really dry and cold climate in Montana and this oil keeps my skin glowing. A little goes a long way, which helps me rationalize the price. Lovely smelling, also.",1
"I received this as a sample at the Nordstrom counter and I've been hooked on it ever since. I have eczema so my skin is very dry all year round, especially during the wintertime. I use this under my moisturizer and it's amaaaaazing. The oil is very lightweight but so moisturizing at the same time. I've also noticed my skin complexion has improved as well. I don't think I can ever do without the dilo oil.",1
